key,English,Assamese,Bengali,Bhojpuri,Gujarati,Haryanvi,Hindi,Kannada,Malayalam,Marathi,Telugu,Odia,Punjabi,Rajasthani,Tamil,Urdu,
comments_off,Comments disabled,কমেণ্ট বন্ধ কৰি ৰখা হৈছে,কমেন্ট বন্ধ করে রাখা হয়েছে ,कमेंट्स डिसएबल बा,કમેન્ટ ડિસેબલ છે,कमेंट्स डिसएबल सै,कमेंट्स डिसएबल हैं,"
ಕಾಮೆಂಟ್‌ಗಳನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ",കമന്റ്സ് ഡിസേബിൾ ആണ് ,कमेंट्स डिसेबल केल्या,కామెంట్స్ నిలిపివేయబడ్డాయి,କମେଣ୍ଟଗୁଡିକ ଡିସଏବଲ କରାଯାଇଛି,ਕਮੈਂਟ ਬੰਦ ਕੀਤੇ ਗਏ ,कमेंट्स डिसएबल है,கமெண்ட்கள் முடக்கப்பட்டுள்ளன,کمنٹس غیر فعال ہیں,
exceeded_character_limit,Exceeded Character Limit,শব্দৰ সীমা অতিক্ৰম কৰিছে,শব্দসীমা অতিক্রান্ত ,कैरेक्टर लिमिट पार कर गइल,અક્ષર મર્યાદા ઓળંગી,कैरेक्टर लिमिट पार कर गया,कैरेक्टर लिमिट को पार कर गया,ಅಕ್ಷರ ಮಿತಿಯನ್ನು ಮೀರಿದೆ,ക്യാരക്ടർ ലിമിറ്റ് അതിര് കവിഞ്ഞിരിക്കുന്നു ,कॅरेक्टर लिमिट ओलांडली,చాట్​రూమ్​ పరిమితి దాటింది,ଅକ୍ଷର ସୀମା ଅତିକ୍ରମ କରିଯାଇଛି,ਅੱਖਰ ਸੀਮਾ ਤੋਂ ਵੱਧ ਹਨ ,कैरेक्टर लिमिट ने पार कर गयो,எழுத்து வரம்பு மீறப்பட்டது ,کریکٹر کی حد سے تجاوز ہو گیا ہے,
post_message,Post,পোষ্ট,পোস্ট ,पोस्ट,પોસ્ટ,पोस्ट,पोस्ट,ಪೋಸ್ಟ್, പോസ്റ്റ് ,पोस्ट,పోస్ట్​,ପୋଷ୍ଟ କରନ୍ତୁ,ਪੋਸਟ,पोस्ट,போஸ்ட் ,پوسٹ کریں,
flash_not_available,Flash not available,ফ্লেছ উপলব্ধ নাই,ফ্ল্যাশ উপলব্ধ নেই ,फ्लैश उपलब्ध ना बा,ફ્લેશ ઉપલબ્ધ નથી,फ्लैश उपलब्ध नहीं सै,फ्लैश उपलब्ध नहीं है,ಫ್ಲ್ಯಾಶ್ ಲಭ್ಯವಿಲ್ಲ,ഫ്ലാഷ് ലഭ്യമല്ല ,फ्लॅश उपलब्ध नाही,ఫ్లాష్ అందుబాటులో లేదు,ଫ୍ଲାସ୍ ଉପଲବ୍ଧ ନାହିଁ,ਫਲੈਸ਼ ਉਪਲਬਧ ਨਹੀਂ ਹੈ,फ्लैश उपलब्ध कोनि है,ஃபிளாஷ் இல்லை  ,فلیش دستیاب نہیں ہے,
live_stream_ended,Live Stream Has Ended,লাইভ ষ্টীম শেষ হৈ গৈছে,লাইভ স্ট্রিম শেষ হয়ে গিয়েছে ,लाइव स्ट्रीम खत्म हो गइल बा,લાઈવ સ્ટ્રીમ સમાપ્ત થઈ ગયું છે,लाइव स्ट्रीम खत्म हो गया,लाइव स्ट्रीम खत्म हो गया,ಲೈವ್ ಸ್ಟ್ರೀಮ್ ಕೊನೆಗೊಂಡಿದೆ, ലൈവ് സ്ട്രീം അവസാനിച്ചിരിക്കുന്നു ,लाईव्हस्ट्रीम संपली आहे,లైవ్​ స్ట్రీమ్ ముగిసింది,ଲାଇଭ୍ ଷ୍ଟ୍ରୀମ୍ ସରିଯାଇଛି,ਲਾਈਵ ਸਟ੍ਰੀਮ ਸਮਾਪਤ ਹੋ ਗਈ ਹੈ,लाइव स्ट्रीम खत्म हो गयो है,லைவ் ஸ்ட்ரீம் முடிந்தது ,لائیو اسٹریم ختم ہوگئی ہے,
internet_is_unavailable,Unable to connect. Is your internet working?,সংযোগ কৰিবলৈ অসমৰ্থ। আপোনাৰ ইণ্টাৰনেটে কাম কৰি আছে নে?,কানেক্ট করা যাচ্ছেনা। আপনার ইন্টারনেট কাজ করছে তো? ,कनेक्ट कइला में असमर्थ। का राउर इंटरनेट काम करत बा?,કનેક્ટ કરવામાં અસમર્થ. શું તમારું ઇન્ટરનેટ કામ કરે છે?,कनेक्ट करण मै असमर्थ। के थारा इंटरनेट सही काम कर रहा सै?,कनेक्ट करने में असमर्थ। क्या आपका इंटरनेट काम कर रहा है?,ಸಂಪರ್ಕಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ. ನಿಮ್ಮ ಇಂಟರ್ನೆಟ್ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದೆಯೇ?,കണക്ട് ചെയ്യാൻ കഴിയുന്നില്ല. നിങ്ങളുടെ ഇന്റർനെറ്റ് പ്രവർത്തനക്ഷമമാണോ?,कनेक्ट करण्यात अक्षम. तुमचे इंटरनेट काम करत आहे का?,కనెక్ట్ అవ్వడం లేదు. మీ ఇంటర్నెట్ పని చేస్తోందా?,କନେକ୍ଟ କରିବାକୁ ଅସମର୍ଥ। ଆପଣଙ୍କର ଇଣ୍ଟରନେଟ୍ କାମ କରୁଛି କି?,ਕਨੈਕਟ ਕਰਨ ਲਈ ਅਸਮਰੱਥ ਹੈ। ਕੀ ਤੁਹਾਡਾ ਇੰਟਰਨੈੱਟ ਕੰਮ ਕਰ ਰਿਹਾ ਹੈ?,कनेक्ट करबा में असमर्थ। कांई आपरो इंटरनेट काम कर रियो है?,இணைக்க முடியவில்லை. உங்கள் இன்டர்நெட்  இயங்குகிறதா?,رابطہ قائم نہیں ہو پایا ہے۔ کیا آپ کا انٹرنیٹ کام کر رہا ہے؟,
request_declined,\@%s declined your request.,\@%s-এ আপোনাৰ ৰিকুৱেষ্ট নাকচ কৰিছে,\@%s আপনার রিক্যুয়েস্ট নাকচ করেছেন ,\@%s राउर रिक्वेस्ट के अस्वीकार कर दिहलन।,\@%s એ તમારી રિક્વેસ્ટ નકારી કાઢી છે.,\@%s नै थारी रिक्वेस्ट अस्वीकार कर दी सै।,\@%s ने आपकी रिक्वेस्ट को अस्वीकार कर दिया।,\@%s ನಿಮ್ಮ ರಿಕ್ವೆಸ್ಟ್ ನಿರಾಕರಿಸಿದ್ದಾರೆ.,\@%s നിങ്ങളുടെ റിക്വസ്റ്റ് നിരസിച്ചിരിക്കുന്നു,\@%s ने तुमची रिक्वेस्ट नाकारली.,\@%s మీ రిక్వెస్ట్​ను తిరస్కరించారు.,\@%s ଆପଣଙ୍କ ରିକ୍ବେଷ୍ଟକୁ ପ୍ରତ୍ୟାଖ୍ୟାନ କରିଛନ୍ତି,\@%s ਨੇ ਤੁਹਾਡੀ ਰਿਕੁਐਸਟ ਨੂੰ ਅਸਵੀਕਾਰ ਕੀਤਾ।,\@%s ने आपरी रिक्वेस्ट ने अस्वीकार कर दियो।,\@%s உங்கள் ரிக்குவஸ்டை  நிராகரித்தார்.,\@%s نے آپ کی ریکویسٹ مسترد کر دی ہے,
unable_to_update,Unable to install the update at the moment!,এই মুহূৰ্তত আপডেট ইনষ্টল কৰাত সমস্যাৰ সৃষ্টি হৈছে!,এই মুহূর্তে আপডেট ইন্সটল করা যাচ্ছেনা ,फिलहाल अपडेट इंस्टॉल कइला में असमर्थ!,હાલ અપડેટ ઇન્સ્ટોલ કરવામાં અસમર્થ!,फ़िलहाल अपडेट इंस्टॉल करण मै असमर्थ!,फिलहाल अपडेट इंस्टॉल करने में असमर्थ!,ಈ ಸಮಯದಲ್ಲಿ ಅಪ್‌ಡೇಟ್ ಇನ್ಸ್ಟಾಲ್ ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ!,ഇപ്പോൾ അപ്ഡേറ്റ് ഇൻസ്റ്റാൾ ചെയ്യാൻ കഴിയുന്നില്ല!,याक्षणी अपडेट इन्स्टॉल करण्यात अक्षम!,ఈ సమయంలో అప్​డేట్​ ఇన్​స్టాల్​ చేయడం సాధ్యమవడం లేదు,ଏହି ସମୟରେ ଅପଡେଟ୍‌ ଇନଷ୍ଟଲ୍ କରିବାକୁ ଅସମର୍ଥ!,ਇਸ ਸਮੇਂ ਅੱਪਡੇਟ ਨੂੰ ਇੰਸਟਾਲ ਕਰਨ ਵਿੱਚ ਅਸਮਰੱਥ!,इ मोमेंट री अपडेट इंस्टॉल करबा में असमर्थ!,தற்போது அப்டேட்டை இன்ஸ்டால் செய்ய  முடியவில்லை!,اس وقت اپڈیٹ انسٹال نہیں ہو پائے گا!,
download_upgrades,download upgrades,আপগ্ৰেড ডাউনলোড কৰক,আপগ্রেড ডাউনলোড করুন ,अपग्रेड्स डाउनलोड करीं,અપગ્રેડ ડાઉનલોડ કરો,डाउनलोड अपग्रेड्स,डाउनलोड अपग्रेड्स,ಅಪ್​ಗ್ರೇಡ್ಸ್ ಡೌನ್‌ಲೋಡ್ ಮಾಡಿ,ഡൗൺലോഡ് അപ്ഗ്രേഡ്സ് ,अपग्रेड्स डाउनलोड करा ,అప్​గ్రేడ్స్​ డౌన్లోడ్ చేసుకోండి,ଅପଗ୍ରେଡ୍ ଡାଉନଲୋଡ୍ କରନ୍ତୁ,ਅੱਪਗਰੇਡ ਡਾਊਨਲੋਡ ਕਰੋ,डाउनलोड अपग्रेड्स,டவுன்லோட் அப்கிரேட்ஸ் ,اپگریڈس ڈاؤن لوڈ کریں,
exceeded_charactor_limit,Exceeded Character Limit,শব্দৰ সীমা অতিক্ৰম কৰিছে,শব্দসীমা অতিক্রম করে গিয়েছে ,कैरेक्टर लिमिट पार कर गइल,અક્ષર મર્યાદા ઓળંગી,कैरेक्टर लिमिट पार कर गया,कैरेक्टर लिमिट को पार कर गया,ಅಕ್ಷರ ಮಿತಿಯನ್ನು ಮೀರಿ,ക്യാരക്ടർ ലിമിറ്റ് അതിര് കവിഞ്ഞിരിക്കുന്നു ,कॅरेक्टर लिमिट ओलांडली,అక్షరాల పరిమితి దాటింది,ଅକ୍ଷର ସୀମା ଅତିକ୍ରମ କରିଯାଇଛି,ਅੱਖਰ ਸੀਮਾ ਤੋਂ ਵੱਧ ਗਏ ,कैरेक्टर लिमिट ने पार कर गयो,எழுத்து வரம்பு மீறப்பட்டது ,کریکٹر کی حد سے تجاوز ہو گیا ہے,
pause_notif_header,Live Stream Paused ,লাইভ ষ্ট্ৰীম মাজতে ৰৈ গৈছে,লাইভ স্ট্রিম থেমে গিয়েছে ,लाइव स्ट्रीम रोकी गई,લાઇવ સ્ટ્રીમ રોકવામાંઆવ્યું,लाइव स्ट्रीम रोकी गई,लाइव स्ट्रीम रोकी गई,ಲೈವ್ ಸ್ಟ್ರೀಮ್ ನಿಂತಿದೆ,ലൈവ് സ്ട്രീം പോസ് ആയിരിക്കുന്നു ,लाईव्हस्ट्रीम पॉज केले आहे ,లైవ్​ స్ట్రీమ్ పాజ్​లో ఉంది,ଲାଇଭ୍ ଷ୍ଟ୍ରୀମ୍ ପଜ୍‌ ହୋଇଯାଇଛି,ਲਾਈਵ ਸਟ੍ਰੀਮ ਰੋਕੀ ਗਈ,लाइव स्ट्रीम ने पोज़ कियो गयो,லைவ் ஸ்ட்ரீம் இடைநிறுத்தப்பட்டது,لائیو اسٹریم روک دیا گیا ہے,
pause_notif_sub_header,Your Live Stream is still running and will be ended in 5 minutes if you do not return. Tap to get back to it now.,আপোনাৰ লাইভ ষ্ট্ৰীম এতিয়াও চলি আছে আৰু যদি আপুনি ঘূৰি নাহে তেন্তে 5 মিনিটত শেষ হ'ব। ঘূৰি যাবলৈ এতিয়াই টেপ কৰক,আপনার লাইভ স্ট্রিম এখনও চলছে এবং আপনি ফিরে না এলে 5 মিনিটের মধ্যে শেষ হয়ে যাবে। এখন এটিতে ফিরে আসতে এখানে ট্যাপ করুন৷,राउर लाइव स्ट्रीम अभी भी चल रहल बा अउर अगर रउवा वापस ना आइब त इ 5 मिनट में बंद हो जाई। अभी वापस लाइव आवे खातिर टैप करीं।,તમારું લાઇવ સ્ટ્રીમ હજી પણ ચાલુ છે અને જો તમે પાછા નહીં ફરો તો 5 મિનિટમાં પૂરું થઈ જશે. હમણાં જ તેના પર પાછા જવા માટે ટેપ કરો.,थारी लाइव स्ट्रीम ईबे भी चलण लाग रही सै अर अगर थाम वापस नहीं आते हो तो यो 5 मिनट मै खत्म हो जावैगी। इसपै ईबे वापस जाण खात्तर टैप करो।,आपकी लाइव स्ट्रीम अभी भी चल रही है और अगर आप वापस नहीं आते हैं तो यह 5 मिनट में समाप्त हो जाएगी। इस पर अभी वापस जाने के लिए टैप करें।,ನಿಮ್ಮ ಲೈವ್ ಸ್ಟ್ರೀಮ್ ಇನ್ನೂ ಚಾಲನೆಯಲ್ಲಿದೆ ಮತ್ತು ನೀವು ಹಿಂತಿರುಗದಿದ್ದರೆ 5 ನಿಮಿಷಗಳಲ್ಲಿ ಕೊನೆಗೊಳ್ಳುತ್ತದೆ. ಈಗಲೇ ಹಿಂತಿರುಗಲು ಟ್ಯಾಪ್ ಮಾಡಿ.,"നിങ്ങളുടെ ലൈവ് സ്ട്രീം ഇപ്പോഴും നടന്നുകൊണ്ടിരിക്കുന്നു, നിങ്ങൾ മടങ്ങിയില്ലെങ്കിൽ 5 മിനിറ്റിനുള്ളിൽ അവസാനിക്കും. ഇപ്പോൾ അതിലേക്ക് മടങ്ങാൻ ടാപ്പ് ചെയ്യുക.",तुमचे लाईव्हस्ट्रीम अजूनही चालू आहे आणि तुम्ही परत न आल्यास ते 5 मिनिटांत संपेल. आत्ता त्यावर परत जाण्यासाठी टॅप करा.,మీ లైవ్ స్ట్రీమ్ ఇంకా నడుస్తోంది మీరు తిరిగి రాకపోతే 5 నిమిషాల్లో ముగుస్తుంది. ఇప్పుడే తిరిగి వచ్చేందుకు టాప్​ చేయండి,"ଆପଣଙ୍କର ଲାଇଭ୍ ଷ୍ଟ୍ରୀମ୍ ଏପର୍ଯ୍ୟନ୍ତ ଚାଲୁଛି ଏବଂ ଯଦି ଆପଣ  5 ମିନିଟରେ ନ ଫେରନ୍ତି, ଏହା ଶେଷ ହୋଇଯିବ। ଫେରିବା ପାଇଁ ଟ୍ୟାପ୍ କରନ୍ତୁ।",ਤੁਹਾਡੀ ਲਾਈਵ ਸਟ੍ਰੀਮ ਅਜੇ ਵੀ ਚੱਲ ਰਹੀ ਹੈ ਅਤੇ ਜੇਕਰ ਤੁਸੀਂ ਵਾਪਸ ਨਹੀਂ ਆਉਂਦੇ ਤਾਂ ਇਹ 5 ਮਿੰਟਾਂ ਵਿੱਚ ਸਮਾਪਤ ਹੋ ਜਾਵੇਗਾ। ਹੁਣੇ ਇਸ 'ਤੇ ਵਾਪਸ ਜਾਣ ਲਈ ਟੈਪ ਕਰੋ।,आपरी लाइव स्ट्रीम अभी भी चाल रही है और अगर आप वापस कोनि आओ हो तो आ 5 मिनट में खत्म हो जावेगी। इ पे अभी वापस जाबा खातिर टैप करो।,"உங்கள் லைவ் ஸ்ட்ரீம் இன்னும் இயங்கிக் கொண்டிருக்கிறது, நீங்கள் திரும்பவில்லை என்றால் 5 நிமிடங்களில் முடிந்துவிடும். இப்போது லைவிற்கு செல்ல இங்கே தட்டவும்.",آپ کا لائیو اسٹریم اب بھی چل رہا ہے اور اگر آپ واپس نہیں آتے ہیں تو 5 منٹ میں ختم ہو جائے گا۔ ابھی واپس جانے کے لیے کلک کریں,
